"Ticker","Date","Close","High","Low","Open","Volume","Symbol","Daily_Return","Cumulative_Return","Sector"
"AMT","2010-01-04",31.7769947052002,32.0914014633376,31.6453824441556,31.7989319415228,2750500,"AMT",NA,1,"Real_Estate"
"AMT","2010-01-05",32.3034439086914,32.354626144992,31.7331259675004,31.8062426510091,2575800,"AMT",0.0165669915728393,1.01656699157284,"Real_Estate"
"AMT","2010-01-06",32.4716186523438,32.5812964808136,32.0036651240888,32.3473197166861,3215300,"AMT",0.005206093323291,1.02185933420034,"Real_Estate"
"AMT","2010-01-07",32.3838806152344,32.5886096026746,32.1791488385709,32.4862451089545,2615000,"AMT",-0.00270199148520248,1.01909827898026,"Real_Estate"
"AMT","2010-01-08",32.4496879577637,32.5886108059098,32.179150026688,32.4496879577637,1934600,"AMT",0.00203210181358991,1.0211691904412,"Real_Estate"
"AMT","2010-01-11",32.1572189331055,32.8299043700044,31.9232421174598,32.8079671259464,3276000,"AMT",-0.0090129996023037,1.01196539293387,"Real_Estate"
"AMT","2010-01-12",31.7623844146729,32.1279735654417,31.4479775218738,31.9890506922701,2973600,"AMT",-0.0122782545111866,0.999540224282916,"Real_Estate"
"AMT","2010-01-13",32.4350662231445,32.5154962734657,31.8866825591984,31.8866825591984,2799900,"AMT",0.0211785676947141,1.02070905458648,"Real_Estate"
"AMT","2010-01-14",32.6178550720215,32.6544134187114,32.2010837834652,32.4277472064768,4387600,"AMT",0.00563553185368622,1.02646129297695,"Real_Estate"
"AMT","2010-01-15",32.1718330383301,32.9030110619285,32.0255968757658,32.5301114971513,3130300,"AMT",-0.0136741681115013,1.01242528869683,"Real_Estate"
"AMT","2010-01-19",32.3107490539551,32.4496746342832,32.0036556875455,32.2156979391457,1995700,"AMT",0.00431793909471969,1.01679687943138,"Real_Estate"
"AMT","2010-01-20",32.4131278991699,32.4862445966102,32.0109776955787,32.1864616743479,3053000,"AMT",0.00316856922889294,1.02001867073558,"Real_Estate"
"AMT","2010-01-21",32.1572189331055,32.5374319558356,32.010982726021,32.4789363573123,3301000,"AMT",-0.0078952258745447,1.01196539293387,"Real_Estate"
"AMT","2010-01-22",30.8410949707031,32.6032342223782,30.7606649269349,32.0475400487794,4021100,"AMT",-0.040927791832378,0.970547883990303,"Real_Estate"
"AMT","2010-01-25",31.5868835449219,31.8062363411544,31.1189301691666,31.1189301691666,3857100,"AMT",0.0241816503249057,0.994017333544534,"Real_Estate"
"AMT","2010-01-26",31.1043167114258,31.5649569012686,30.8191577017451,31.5649569012686,3730800,"AMT",-0.0152774436518817,0.978831289742314,"Real_Estate"
"AMT","2010-01-27",31.1920566558838,31.3017344831323,30.5705564060705,31.1335638601148,3584400,"AMT",0.00282082854518317,0.981592404985337,"Real_Estate"
"AMT","2010-01-28",30.9434623718262,31.6673300444771,30.6144316115303,31.2505586778435,3739600,"AMT",-0.00796979457943901,0.973769315156867,"Real_Estate"
"AMT","2010-01-29",31.0385074615479,31.3017319946394,30.8849607469854,30.9946357762917,3757100,"AMT",0.00307157255318066,0.976760318258432,"Real_Estate"
"AMT","2010-02-01",31.4991550445557,31.550337290299,30.914210311678,31.4041011070796,2711800,"AMT",0.0148411641113377,0.991256578439148,"Real_Estate"
"AMT","2010-02-02",31.4625873565674,31.5064590391664,30.9142038755811,31.4918351449667,2360800,"AMT",-0.00116091012398765,0.990105818641768,"Real_Estate"
"AMT","2010-02-03",31.2871055603027,31.7111873264697,31.1920516445736,31.4040939222684,3047700,"AMT",-0.0055774750587389,0.984583528132782,"Real_Estate"
"AMT","2010-02-04",29.9929313659668,31.1701287639814,29.9783074666421,31.1701287639814,3757500,"AMT",-0.0413644589730919,0.943856763177751,"Real_Estate"
"AMT","2010-02-05",29.3202438354492,30.0221770064583,28.8522902475921,29.949057515091,7923800,"AMT",-0.0224282022423751,0.922687752805367,"Real_Estate"
"AMT","2010-02-08",29.7370166778564,30.1099191296301,29.2471286124256,29.2690630663334,4943200,"AMT",0.0142145080629696,0.935803305307222,"Real_Estate"
"AMT","2010-02-09",30.3073348999023,30.4389471901469,29.8540052275175,30.1830331639055,4121300,"AMT",0.0191787302749365,0.953750824490104,"Real_Estate"
"AMT","2010-02-10",30.4096984863281,30.6509858184199,30.1610978109838,30.3438923431716,3020500,"AMT",0.00337751856980704,0.956972135610788,"Real_Estate"
"AMT","2010-02-11",31.0896968841553,31.2651780872858,30.1684108054379,30.4170115008924,2959900,"AMT",0.0223612344638296,0.978371213910532,"Real_Estate"
